name,artists,year,cluster
Saturday Night,['Misfits'],1999,2
I'm So Tired,['Fugazi'],1999,1
Scar Tissue,['Red Hot Chili Peppers'],1999,2
Incomplete,['Sisqo'],1999,1
Para Qué Quieres Volver,['Los Caminantes'],1999,0
You'll Be In My Heart,['Phil Collins'],1999,0
Dead Wrong (feat. Eminem) - 2005 Remaster,"['The Notorious B.I.G.', 'Eminem']",1999,0
Let's Ride,['Q-Tip'],1999,0
Bailamos,['Enrique Iglesias'],1999,0
Nann Nigga,['Trick Daddy'],1999,0
Let's Fall In Love,['Diana Krall'],1999,1
La Dosis Perfecta,['Panteon Rococo'],1999,0
Yellow,['Coldplay'],2000,2
Ms. Jackson,['OutKast'],2000,0
In the End,['Linkin Park'],2000,2
Kryptonite,['3 Doors Down'],2000,0
The Real Slim Shady,['Eminem'],2000,0
Down with the Sickness,['Disturbed'],2000,0
Ride Wit Me,"['Nelly', 'City Spud']",2000,0
Stan,"['Eminem', 'Dido']",2000,0
Bye Bye Bye,['*NSYNC'],2000,2
It's A Great Day To Be Alive,['Travis Tritt'],2000,0
Oops!...I Did It Again,['Britney Spears'],2000,0
Sparks,['Coldplay'],2000,1
One Step Closer,['Linkin Park'],2000,2
It Wasn't Me,"['Shaggy', 'Rik Rok']",2000,0
Country Grammar (Hot Shit),['Nelly'],2000,0
Put Your Head On My Shoulder,['Paul Anka'],2000,1
Hey Jude - Remastered 2015,['The Beatles'],2000,2
Follow Me,['Uncle Kracker'],2000,0
Red Red Wine,['UB40'],2000,0
I Want To Hold Your Hand - Remastered 2015,['The Beatles'],2000,0
Hanging By A Moment,['Lifehouse'],2000,2
Crawling,['Linkin Park'],2000,1
It's My Life,['Bon Jovi'],2000,2
Ghostbusters,['Ray Parker Jr.'],2000,0
(What A) Wonderful World,['Sam Cooke'],2000,0
Rollin' (Air Raid Vehicle),['Limp Bizkit'],2000,0
I Hope You Dance,['Lee Ann Womack'],2000,1
Absolutely (Story of a Girl) - Radio Mix,['Nine Days'],2000,0
Angel,"['Shaggy', 'Rayvon']",2000,0
I Will Survive - Single Version,['Gloria Gaynor'],2000,0
The Way I Am,['Eminem'],2000,0
Change (In the House of Flies),['Deftones'],2000,2
Papercut,['Linkin Park'],2000,2
It's Gonna Be Me,['*NSYNC'],2000,2
My Only Wish (This Year),['Britney Spears'],2000,0
Beautiful Day,['U2'],2000,2
Dancing in the Moonlight,['Toploader'],2000,0
Bring It On Home to Me,['Sam Cooke'],2000,1
Todo Me Gusta De Ti,['Aaron Y Su Grupo Ilusion'],2000,2
What's Your Fantasy (Featuring Shawna),"['Ludacris', 'Shawnna']",2000,0
Awake,['Godsmack'],2000,2
Hemorrhage (In My Hands),['Fuel'],2000,2
Superman (It's Not Easy),['Five For Fighting'],2000,1
This Christmas,['Christina Aguilera'],2000,2
Teenage Dirtbag,['Wheatus'],2000,0
Judith,['A Perfect Circle'],2000,2
You Send Me,['Sam Cooke'],2000,1
I Wanna Know,['Joe'],2000,0
My Way,['Limp Bizkit'],2000,0
This I Promise You,['*NSYNC'],2000,2
Put It On Me,"['Ja Rule', 'Vita']",2000,0
Have Yourself a Merry Little Christmas,['Christina Aguilera'],2000,1
"Where Are You Christmas - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack",['Faith Hill'],2000,1
Renegades Of Funk,['Rage Against The Machine'],2000,0
B.O.B. - Bombs Over Baghdad,['OutKast'],2000,0
If You're Gone,['Matchbox Twenty'],2000,1
Didn't Cha Know,['Erykah Badu'],2000,0
Faggot,['Mindless Self Indulgence'],2000,2
Papa Was A Rollin' Stone - Single Version,['The Temptations'],2000,0
Bitch Please II,"['Eminem', 'Dr. Dre', 'Snoop Dogg', 'Xzibit', 'Nate Dogg']",2000,0
Dig,['Mudvayne'],2000,2
Just Another Day In Paradise,['Phil Vassar'],2000,2
In the End,['Linkin Park'],2000,2
My Axe,['Insane Clown Posse'],2000,0
Shape of My Heart,['Backstreet Boys'],2000,0
He Wasn't Man Enough,['Toni Braxton'],2000,0
Me Gustas,['Joan Sebastian'],2000,1
Modern Day Bonnie and Clyde,['Travis Tritt'],2000,0
Mis Tres Viejas,['Los Tucanes De Tijuana'],2000,0
By Your Side,['Sade'],2000,0
I'm Like A Bird,['Nelly Furtado'],2000,0
Trouble,['Coldplay'],2000,1
99 Red Balloons,['Goldfinger'],2000,2
Just Friends (Sunny),['Musiq Soulchild'],2000,0
Take A Look Around,['Limp Bizkit'],2000,2
Hold On Loosely,['38 Special'],2000,0
Hate To Say I Told You So,['The Hives'],2000,2
I Am A Man Of Constant Sorrow - Radio Edit,"['The Soggy Bottom Boys', 'Dan Tyminski']",2000,1
Sea of Love,['Cat Power'],2000,1
A Place for My Head,['Linkin Park'],2000,2
Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),"['Three 6 Mafia', 'UGK', 'Project Pat']",2000,0
Stronger,['Britney Spears'],2000,0
Passenger,['Deftones'],2000,2
We Are The Dinosaurs,['The Laurie Berkner Band'],2000,0
Secreto De Amor,['Joan Sebastian'],2000,1
If I Ever Feel Better,['Phoenix'],2000,0
Bitches,['Mindless Self Indulgence'],2000,0
Points of Authority,['Linkin Park'],2000,2
Lucky,['Britney Spears'],2000,0
She Loves You - Mono / Remastered,['The Beatles'],2000,0
El Amor Soñado,['Los Tucanes De Tijuana'],2000,0
Pinch Me,['Barenaked Ladies'],2000,0
E.I.,['Nelly'],2000,0
Sittin' At a Bar - The Original,['Rehab'],2000,0
Who Let The Dogs Out,['Baha Men'],2000,0
He Can't Love U,['Jagged Edge'],2000,0
I Like It,"['Sammie', 'JT Money']",2000,0
Everything In Its Right Place,['Radiohead'],2000,1
3 Libras,['A Perfect Circle'],2000,2
I Just Wanna Love U (Give It 2 Me),['JAY-Z'],2000,0
Don't Panic,['Coldplay'],2000,1
Want You Bad,['The Offspring'],2000,2
Un Idiota,['Joan Sebastian'],2000,1
7 Days,['Craig David'],2000,0
Runaway,['Linkin Park'],2000,0
Ghost Town,['The Specials'],2000,0
A Kiss To Build A Dream On - Single Version,['Louis Armstrong'],2000,1
Digital Bath,['Deftones'],2000,2
A Long Walk,['Jill Scott'],2000,1
Dancing in the Moonlight - 2001 Remix,['Toploader'],2000,0
Que Vuelva,['Alex Bueno'],2000,0
I Want You Back,['The Jackson 5'],2000,0
Wonderful,['Everclear'],2000,2
Dare You To Move,['Switchfoot'],2000,2
I'll Fly Away,"['Gillian Welch', 'Alison Krauss']",2000,1
ABC,['The Jackson 5'],2000,0
Here's to the Night,['Eve 6'],2000,1
Loser,['3 Doors Down'],2000,2
A Country Boy Can Survive,"['Hank Williams, Jr.']",2000,1
La Vaca,['Mala Fe'],2000,2
Farmhouse,['Phish'],2000,2
Let's Get Married,['Jagged Edge'],2000,0
Untitled (How Does It Feel),"[""D'Angelo""]",2000,1
Love,['Musiq Soulchild'],2000,1
Crazy,['K-Ci & JoJo'],2000,0
Shiver,['Coldplay'],2000,2
Gravity Rides Everything,['Modest Mouse'],2000,1
Tu Cariñito,['Puerto Rican Power'],2000,2
Lobo-hombre en París,['La Unión'],2000,2
Both Sides Now,['Joni Mitchell'],2000,1
Batter Up,"['Nelly', 'Murphy Lee', 'Ali']",2000,0
I Feel Fine - Remastered 2015,['The Beatles'],2000,0
Promise,['Jagged Edge'],2000,0
Be Like That,['3 Doors Down'],2000,1
Shake Ya Ass,['Mystikal'],2000,0
Slob On My Nob (feat. Project Pat),"['Tear Da Club Up Thugs', 'Three 6 Mafia', 'Project Pat']",2000,0
Day Tripper - Remastered 2015,['The Beatles'],2000,0
With You,['Linkin Park'],2000,2
Right Now,['SR-71'],2000,2
Paperback Writer - Remastered 2015,['The Beatles'],2000,0
My December,['Linkin Park'],2000,0
When You Say Nothing At All,['Ronan Keating'],2000,2
Breathless,['The Corrs'],2000,0
(Rock) Superstar,['Cypress Hill'],2000,0
Flor de Capomo,['Los Cadetes De Linares'],2000,0
How I Could Just Kill a Man,['Rage Against The Machine'],2000,0
He Loves Me (Lyzel in E Flat),['Jill Scott'],2000,1
Song 2,['Blur'],2000,0
Tell It Like It Is,['Aaron Neville'],2000,1
Hip Hop,['Dead Prez'],2000,1
Family Tradition,"['Hank Williams, Jr.']",2000,0
By Myself,['Linkin Park'],2000,2
Since I Left You,['The Avalanches'],2000,2
Hot Dog,['Limp Bizkit'],2000,0
Criminal,['Eminem'],2000,0
I Won't Back Down,['Johnny Cash'],2000,0
Separated,['Avant'],2000,0
The Way,['Jill Scott'],2000,1
No More (Baby I'ma Do Right),['3LW'],2000,0
Marshall Mathers,['Eminem'],2000,0
Case Of The Ex (Whatcha Gonna Do),['Mýa'],2000,0
Who I Am,['Jessica Andrews'],2000,1
Puppy Love - Remix,['Paul Anka'],2000,1
My Generation,['Limp Bizkit'],2000,2
Yesterday - Remastered 2015,['The Beatles'],2000,1
Come Pick Me Up,['Ryan Adams'],2000,1
Cumbia De La Cobra,['Fito Olivares y Su Grupo'],2000,0
No Cigar,['Millencolin'],2000,2
Girls Dem Sugar,"['Beenie Man', 'Mya']",2000,0
Whoa!,['Black Rob'],2000,0
Kiss This,['Aaron Tippin'],2000,0
"To Be Young (Is to Be Sad, Is to Be High)",['Ryan Adams'],2000,1
I'm Back,['Eminem'],2000,0
Lady Madonna - Remastered 2015,['The Beatles'],2000,0
Wifey - Club Mix/Dirty Version,['Next'],2000,0
La Caspa Del Diablo,"['Los Originales De San Juan', 'El Chapo De Sinaloa']",2000,0
Never Had A Dream Come True,['S Club 7'],2000,0
Around the World (La La La La La) - Radio Version,"['A Touch Of Class', 'Pete Konemann']",2000,2
Forgotten,['Linkin Park'],2000,0
Pushing Me Away,['Linkin Park'],2000,2
Good Morning Beautiful,['Steve Holy'],2000,1
We Can Work It Out - Remastered 2015,['The Beatles'],2000,2
La Bomba,['azul azul'],2000,0
Summer Rain,['Carl Thomas'],2000,2
Didn't Leave Nobody But The Baby,"['Emmylou Harris', 'Alison Krauss', 'Gillian Welch']",2000,1
Thank God I Found You (feat. Joe & Nas) - Make It Last Remix Edit,"['Mariah Carey', 'Joe', 'Nas', 'Clue', 'Supa Engineer ""Duro""']",2000,2
The Middle,['Jimmy Eat World'],2001,0
Drops of Jupiter (Tell Me),['Train'],2001,1
Last Resort,['Papa Roach'],2001,0
Island In The Sun,['Weezer'],2001,0
Chop Suey!,['System Of A Down'],2001,2
Clint Eastwood,['Gorillaz'],2001,2
How You Remind Me,['Nickelback'],2001,2
Your Body Is a Wonderland,['John Mayer'],2001,0
Toxicity,['System Of A Down'],2001,2
Bodies,['Drowning Pool'],2001,2
Picture (feat. Sheryl Crow),"['Kid Rock', 'Sheryl Crow']",2001,1
It's Been Awhile,['Staind'],2001,1
Click Click Boom,['Saliva'],2001,0
In Too Deep,['Sum 41'],2001,0
Don't Stop Believin',['Journey'],2001,2
Fat Lip,['Sum 41'],2001,2
I Want It That Way,['Backstreet Boys'],2001,0
Smooth Criminal,['Alien Ant Farm'],2001,0
First Date,['blink-182'],2001,0
I Can Only Imagine,['MercyMe'],2001,2
Blurry,['Puddle Of Mudd'],2001,2
She Hates Me,['Puddle Of Mudd'],2001,0
Aerials,['System Of A Down'],2001,2
What's Luv? (feat. Ja-Rule & Ashanti),"['Fat Joe', 'Ja Rule', 'Ashanti']",2001,0
Differences,['Ginuwine'],2001,1
Ol' Red,['Blake Shelton'],2001,0
U Got It Bad,['Usher'],2001,0
Last Nite,['The Strokes'],2001,0
U Remind Me,['Usher'],2001,0
Someday,['The Strokes'],2001,0
Sweetness,['Jimmy Eat World'],2001,2
One More Time,['Daft Punk'],2001,0
Youth of the Nation,['P.O.D.'],2001,0
Always On Time,"['Ja Rule', 'Ashanti']",2001,0
Fallin',['Alicia Keys'],2001,0
Wherever You Will Go,['The Calling'],2001,2
Schism,['TOOL'],2001,1
New Slang,['The Shins'],2001,0
Wish You Were Here,['Incubus'],2001,2
Let Me Blow Ya Mind,"['Eve', 'Gwen Stefani']",2001,0
I Must Be High,['South Park Mexican'],2001,2
Short Skirt / Long Jacket,['Cake'],2001,0
Get Ur Freak On,['Missy Elliott'],2001,0
"Harder, Better, Faster, Stronger",['Daft Punk'],2001,0
Where the Party At (feat. Nelly),"['Jagged Edge', 'Nelly']",2001,0
"Whenever, Wherever",['Shakira'],2001,0
Break Ya Neck,['Busta Rhymes'],2001,0
One Last Breath,['Creed'],2001,2
Over the Rainbow,"[""Israel Kamakawiwo'ole""]",2001,1
Outside,['Staind'],2001,2
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack","['Christina Aguilera', ""Lil' Kim"", 'Mýa', 'P!nk']",2001,0
Lady - Hear Me Tonight,['Modjo'],2001,0
"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",['Perry Como'],2001,1
Austin,['Blake Shelton'],2001,1
Can We Talk,['Tevin Campbell'],2001,2
"I Won't Say (I'm In Love) - From ""Hercules"" / Soundtrack Version","['Susan Egan', 'Cheryl Freeman', 'LaChanze', 'Vaneese Thomas', 'Lillias White']",2001,1
Here We Come a-Caroling / We Wish You a Merry Christmas,['Perry Como'],2001,1
My Sacrifice,['Creed'],2001,2
The Rock Show,['blink-182'],2001,2
Family Affair,['Mary J. Blige'],2001,0
Fell In Love With a Girl,['The White Stripes'],2001,2
Amber,['311'],2001,2
I'm a Slave 4 U,['Britney Spears'],2001,0
Control,['Puddle Of Mudd'],2001,2
Why Georgia,['John Mayer'],2001,1
Hash Pipe,['Weezer'],2001,2
Boom,['P.O.D.'],2001,0
Purple Pills,['D12'],2001,0
Crawling In The Dark,['Hoobastank'],2001,0
Piano Man,['Billy Joel'],2001,2
Die MF Die,['Dope'],2001,0
Uptown Girl,['Billy Joel'],2001,0
Everywhere,['Michelle Branch'],2001,0
"Independent Women, Pt. 1","[""Destiny's Child""]",2001,0
No Such Thing,['John Mayer'],2001,0
I'm A Believer - Radio Edit,['Smash Mouth'],2001,0
Get the Party Started,['P!nk'],2001,0
I'm Already There,['Lonestar'],2001,1
Boys From Oklahoma,['Cross Canadian Ragweed'],2001,2
Tear Away,['Drowning Pool'],2001,2
Hero,['Enrique Iglesias'],2001,2
Kung Fu Fighting,['Carl Douglas'],2001,0
Mad World (Feat. Michael Andrews),"['Gary Jules', 'Michael Andrews']",2001,1
Any Way You Want It,['Journey'],2001,2
Me llamo Raquel,['Banda Machos'],2001,2
Prison Song,['System Of A Down'],2001,2
Rollout (My Business),['Ludacris'],2001,0
Flavor Of The Weak,['American Hi-Fi'],2001,2
O-o-h Child,['The Five Stairsteps'],2001,0
I Wanna Talk About Me,['Toby Keith'],2001,0
Como Fui A Enamorarme De Ti,['Los Bukis'],2001,2
Wasting My Time,['Default'],2001,2
Tu Forma De Ser - Version Cumbia,['Alberto Y Roberto'],2001,0
We're Going to Be Friends,['The White Stripes'],2001,1
Bleed American,['Jimmy Eat World'],2001,2
Ten Rounds with Jose Cuervo - Recall Mix,['Tracy Byrd'],2001,0
"Reflection - From ""Mulan"" / Soundtrack Version",['Lea Salonga'],2001,1
You Make My Dreams (Come True),['Daryl Hall & John Oates'],2001,0
Flake,['Jack Johnson'],2001,0
Me Volví A Acordar De Ti,['Los Angeles De Charly'],2001,0
Out of Touch,['Daryl Hall & John Oates'],2001,0
A Donde Vayas,['Los Bukis'],2001,1
ATWA,['System Of A Down'],2001,1
Little Things,['Good Charlotte'],2001,0
Break My Stride,['Matthew Wilder'],2001,0
You Never Met a Motherfucker Quite Like Me,['Kid Rock'],2001,0
Alabama,['Cross Canadian Ragweed'],2001,2
I'm Gonna Miss Her,['Brad Paisley'],2001,1
Bootylicious,"[""Destiny's Child""]",2001,0
Hear You Me,['Jimmy Eat World'],2001,1
I'm a Thug,['Trick Daddy'],2001,0
Amor Regresa,['Los Askis'],2001,2
All You Wanted,['Michelle Branch'],2001,0
Bloody War,['South Park Mexican'],2001,0
The Space Between,['Dave Matthews Band'],2001,2
Underneath It All,"['No Doubt', 'Lady Saw']",2001,0
Cocky,['Kid Rock'],2001,2
Just Like a Pill,['P!nk'],2001,0
Anyone Else But You,['The Moldy Peaches'],2001,1
You Know How We Do It,['Ice Cube'],2001,0
Mexican Radio,['South Park Mexican'],2001,1
Square Biz,['Teena Marie'],2001,0
I'm Real - Murder Remix,"['Ja Rule', 'Jennifer Lopez']",2001,0
You Rock My World,['Michael Jackson'],2001,0
Anthem Part Two,['blink-182'],2001,2
People = Shit,['Slipknot'],2001,2
Move Bitch,"['Disturbing Tha Peace', 'Ludacris', 'Mystikal', 'I-20']",2001,2
Fight Music,['D12'],2001,0
This Woman's Work,['Maxwell'],2001,1
Mama Tried - Remastered 2001,['Merle Haggard & The Strangers'],2001,0
U Don't Have to Call,['Usher'],2001,0
Fuck Authority,['Pennywise'],2001,0
Feel So Numb,['Rob Zombie'],2001,2
Concerning Hobbits,['Howard Shore'],2001,1
Prologue,['John Williams'],2001,1
Is This It,['The Strokes'],2001,0
Breakdown,['Tantric'],2001,0
Riding With Private Malone,['David Ball'],2001,0
19-2000,['Gorillaz'],2001,0
Love Is A Battlefield,['Pat Benatar'],2001,0
In The Waiting Line,"['Zero 7', 'Sophie Barker']",2001,1
Love Don't Cost a Thing,['Jennifer Lopez'],2001,0
Bubble Toes,['Jack Johnson'],2001,0
People Everyday,['Arrested Development'],2001,0
I'm Real (feat. Ja Rule) - Murder Remix,"['Jennifer Lopez', 'Ja Rule']",2001,0
Alive - Chris Lord-Alge Mix,['P.O.D.'],2001,2
El Ultimo Adiós - Varios Artistas Version,"['Ricky Martin', 'Alejandro Sanz', 'Thalia', 'Juan Luis Guerra 4.40', 'Gloria Estefan', 'Celia Cruz', 'Olga Tañón', 'Ricardo Montaner', 'Ana Gabriel', 'Jorge Hernández', 'Los Tigres Del Norte', 'Alicia Villarreal', 'Alejandro Fernández', 'Carlos Vives', 'Jaci Velasquez', 'Marco Antonio Solís', 'José José', 'Lucía Méndez', 'Jennifer Lopez', 'Emmanuele', 'Chayanne', 'Gilberto Santa Rosa', 'Paulina Rubio', 'Alberto ""Beto"" Zapata', 'La Ley', 'Ana Bárbara', 'Carlos Ponce', 'Jon Secada', 'Shakira', 'Gian Marco', 'Luis Fonsi', 'Yuri', 'Miguel Bosé', 'Wilkins', 'Giselle', 'Melina Leon', 'Limi-T 21', 'Christina Aguilera', 'José Feliciano', 'José Luis Rodríguez']",2001,1
Video,['India.Arie'],2001,2
Stay Together For The Kids,['blink-182'],2001,2
Tribute,['Tenacious D'],2001,2
Y Llegaste Tú,['Banda El Recodo'],2001,0
Psycho,['System Of A Down'],2001,2
Livin' It Up,"['Ja Rule', 'Case']",2001,0
Calling On You,['Jon B.'],2001,1
Tus Mentiras,['Los Bukis'],2001,0
Hit 'Em Up Style (Oops!),['Blu Cantrell'],2001,0
Love You Madly,['Cake'],2001,0
All For You,['Janet Jackson'],2001,0
"Never Gonna Stop (The Red, Red Kroovy)",['Rob Zombie'],2001,0
Feuer frei!,['Rammstein'],2001,2
El Diario De Un Borracho,['Aniceto Molina'],2001,0
Loco,['Pesado'],2001,0
La Camioneta Gris,['Los Tigres Del Norte'],2001,0
Raise Up,['Petey Pablo'],2001,0
Baraja de Oro,"['Lupillo Rivera', 'Chalino Sanchez']",2001,2
It's Over Now,['112'],2001,1
Mr. Bojangles - Remastered 2001,['Nitty Gritty Dirt Band'],2001,2
Stay on Your Grind - Screwed,['South Park Mexican'],2001,1
Run,['George Strait'],2001,1
La Raza Michoacana,['Los Originales De San Juan'],2001,0
Neon,['John Mayer'],2001,0
Heart Of The City (Ain't No Love),['JAY-Z'],2001,2
Bésame,['Ricardo Montaner'],2001,1
Sonne,['Rammstein'],2001,1
It's Still Rock and Roll to Me,['Billy Joel'],2001,0
The Heretic Anthem,['Slipknot'],2001,2
Deer Dance,['System Of A Down'],2001,2
Wave of Mutilation (UK Surf),['Pixies'],2001,2
'Till I Collapse,"['Eminem', 'Nate Dogg']",2002,2
Feliz Navidad,['José Feliciano'],2002,2
Without Me,['Eminem'],2002,0
The Scientist,['Coldplay'],2002,1
Headstrong,['Trapt'],2002,2
Can't Stop,['Red Hot Chili Peppers'],2002,0
Superstition - Single Version,['Stevie Wonder'],2002,0
She Will Be Loved - Radio Mix,['Maroon 5'],2002,0
The Anthem,['Good Charlotte'],2002,2
Drift Away,['Uncle Kracker'],2002,0
Dilemma,"['Nelly', 'Kelly Rowland']",2002,0
This Love,['Maroon 5'],2002,0
Complicated,['Avril Lavigne'],2002,0
Sk8er Boi,['Avril Lavigne'],2002,2
The Red,['Chevelle'],2002,2
"Courtesy Of The Red, White And Blue (The Angry American)",['Toby Keith'],2002,1
Hurt,['Johnny Cash'],2002,1
Here Without You,['3 Doors Down'],2002,1
Hot In Herre,['Nelly'],2002,0
Foolish,['Ashanti'],2002,0
Like a Stone,['Audioslave'],2002,0
Get Low,"['Ying Yang Twins', 'Lil Jon & The East Side Boyz']",2002,1
Clocks,['Coldplay'],2002,2
When I'm Gone,['3 Doors Down'],2002,2
Beer For My Horses,"['Toby Keith', 'Willie Nelson']",2002,0
A Thousand Miles,['Vanessa Carlton'],2002,1
She Will Be Loved,['Maroon 5'],2002,0
Rock Your Body,['Justin Timberlake'],2002,0
Say I Yi Yi,['Ying Yang Twins'],2002,0
Landslide,['The Chicks'],2002,1
Cry Me a River,['Justin Timberlake'],2002,0
Work It,['Missy Elliott'],2002,0
No One Knows,['Queens of the Stone Age'],2002,2
"Swing, Swing",['The All-American Rejects'],2002,2
Obsesion,"['Aventura', 'Judy Santos']",2002,0
Superman,"['Eminem', 'Dina Rae']",2002,0
Cute Without The 'E' (Cut From The Team),['Taking Back Sunday'],2002,2
All My Life,['Foo Fighters'],2002,2
Show Me How to Live,['Audioslave'],2002,2
Sunday Morning,['Maroon 5'],2002,0
Mesmerize,"['Ja Rule', 'Ashanti']",2002,0
Lifestyles of the Rich & Famous,['Good Charlotte'],2002,0
"Hawaiian Roller Coaster Ride - From ""Lilo & Stitch""/Soundtrack Version","[""Mark Keali'i Ho'omalu"", ""Kamehameha Schools Children's Chorus""]",2002,0
The Taste of Ink,['The Used'],2002,0
Cleanin' Out My Closet,['Eminem'],2002,0
Send the Pain Below,['Chevelle'],2002,2
By the Way,['Red Hot Chili Peppers'],2002,2
Ooh Ahh (My Life Be Like) (feat. Toby Mac),"['Grits', 'TobyMac']",2002,0
Sing For The Moment,['Eminem'],2002,2
Still Waiting,['Sum 41'],2002,2
Don't Know Why,['Norah Jones'],2002,1
Still Fly,['Big Tymers'],2002,2
Always,['Saliva'],2002,2
Oh Boy,"['Cam’ron', 'Juelz Santana']",2002,0
Don't Mess With My Man (feat. Brian Casey & Brandon Casey),"['Nivea', 'Brian Casey', 'Brandon Casey']",2002,0
"He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version","[""Mark Keali'i Ho'omalu"", ""Kamehameha Schools Children's Chorus""]",2002,1
Un Sueño,['Los Angeles De Charly'],2002,0
Strawberry Wine,['Deana Carter'],2002,1
My Friends Over You,['New Found Glory'],2002,2
About A Girl,['Nirvana'],2002,2
Somebody Like You,['Keith Urban'],2002,0
Fine Again,['Seether'],2002,2
"Jesus, Etc.",['Wilco'],2002,0
Bother,['Stone Sour'],2002,1
Beautiful,['Christina Aguilera'],2002,1
Fighter,['Christina Aguilera'],2002,2
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,"['Jennifer Lopez', 'Jadakiss', 'Styles P']",2002,0
Come Away With Me,['Norah Jones'],2002,1
Get Busy,['Sean Paul'],2002,0
Big Yellow Taxi,"['Counting Crows', 'Vanessa Carlton']",2002,0
Cochise,['Audioslave'],2002,2
Belleza De Cantina,['Cardenales De Nuevo León'],2002,0
Air Force Ones,"['Nelly', 'Murphy Lee', 'Ali', 'Kyjuan']",2002,0
Sunday Morning,['Maroon 5'],2002,0
Do You Realize??,['The Flaming Lips'],2002,2
Ven Porque Te Necesito,['Los Temerarios'],2002,1
I Am the Highway,['Audioslave'],2002,2
Sympathy,['The Goo Goo Dolls'],2002,2
Good Times,['Styles P'],2002,0
Mira oye,['Los Tigrillos'],2002,0
All The Things She Said,['t.A.T.u.'],2002,0
White America,['Eminem'],2002,1
Stone Love,['Pepper'],2002,0
Guatauba,['Plan B'],2002,2
Es Por Tí,['Juanes'],2002,0
"No Shoes, No Shirt, No Problems",['Kenny Chesney'],2002,0
I'm with You,['Avril Lavigne'],2002,1
This Love,['Maroon 5'],2002,0
I Know What You Want (feat. Flipmode Squad),"['Busta Rhymes', 'Mariah Carey', 'Flipmode Squad']",2002,0
